seq1	>ref-NC_003790.1 Chicken astrovirus, complete genome-table4-Astroviridae-HMM53-511_86.0-ORF53
seq162	>nrnt-HM045005 Astrovirus dogfaeces/Bari/2008 RNA-dependent polymerase (ORF1b) gene, partial cds; and capsid protein (ORF2) gene, complete cds.-table6-Astroviridae-HMM2-233_93.0-ORF7
seq163	>nrnt-FJ571067 Bat astrovirus Tm/Guangxi/LD71/2007 non-structural polyprotein 1AB (pol) gene, partial cds; and capsid protein precursor (ORF2) gene, complete cds.-table6-Astroviridae-HMM71-541_78.0-ORF14
seq164	>nrnt-FJ571065 Bat astrovirus Tm/Guangxi/LD38/2007 non-structural polyprotein 1AB (pol) gene, partial cds; and capsid protein precursor (ORF2) gene, complete cds.-table4-Astroviridae-HMM51-521_78.0-ORF16
seq165	>nrnt-KU764486 Porcine astrovirus 4 isolate 15-12, complete genome.-table6-Astroviridae-HMM52-506_75.0-ORF39
seq166	>nrnt-JF414802 Chicken astrovirus isolate GA2011, complete genome.-table6-Astroviridae-HMM58-525_34.0-ORF73
seq167	>nrnt-KP982872 Porcine astrovirus 2 isolate Bel-12R021, complete genome.-table6-Astroviridae-HMM80-532_63.0-ORF33
seq168	>nrnt-KT886453 Chicken astrovirus isolate CAstV/Poland/G059/2014 nonstructural polyprotein gene, partial cds; and RNA-dependent RNA polymerase and capsid precursor protein genes, complete cds.-table6-Astroviridae-HMM58-525_35.0-ORF67
seq169	>nrnt-KJ495993 Porcine astrovirus 4 clone PFP-25_Subtype_4 ORF1ab gene, partial cds; and ORF2 gene, complete cds.-table6-Astroviridae-HMM1-234_71.0-ORF7
seq170	>nrnt-KJ495987 Porcine astrovirus 2 clone KDC-6 ORF1ab gene, partial cds; and ORF2 gene, complete cds.-table6-Astroviridae-HMM1-279_73.0-ORF8
seq171	>nrnt-KT003292 UNVERIFIED: Bat astrovirus Myl/YN/hsac2 capsid protein-like (ORF2) gene, partial sequence.-table6-Astroviridae-HMM2-236_44.0-ORF17
seq172	>nrnt-KT003291 Bat astrovirus Hil/GX/bszt12 capsid protein (ORF2) gene, partial cds.-table6-Astroviridae-HMM2-245_81.0-ORF7
seq173	>nrnt-KP747574 Mamastrovirus 3 isolate AstV-LL-2, complete genome.-table6-Astroviridae-HMM69-519_82.0-ORF36
seq174	>nrnt-KP747573 Mamastrovirus 3 isolate AstV-LL-1, complete genome.-table6-Astroviridae-HMM70-522_64.0-ORF37
seq175	>nrnt-LC047787 Bovine astrovirus genomic RNA, nearly complete genome, strain: BoAstV/JPN/Ishikawa24-6/2013.-table6-Astroviridae-HMM70-522_72.0-ORF38
seq176	>nrnt-LC047800 Bovine astrovirus genomic RNA, nearly complete genome, strain: BoAstV/JPN/Kagoshima2-38/2015.-table6-Astroviridae-HMM58-509_73.0-ORF34
seq177	>nrnt-LC047798 Bovine astrovirus genomic RNA, nearly complete genome, strain: BoAstV/JPN/Kagoshima2-3-2/2015.-table6-Astroviridae-HMM58-509_73.0-ORF33
seq178	>nrnt-LC047797 Bovine astrovirus genomic RNA, nearly complete genome, strain: BoAstV/JPN/Kagoshima2-3-1/2015.-table6-Astroviridae-HMM70-522_72.0-ORF37
seq179	>nrnt-LC047794 Bovine astrovirus genomic RNA, nearly complete genome, strain: BoAstV/JPN/Hokkaido12-27.-table6-Astroviridae-HMM70-522_72.0-ORF38
seq180	>nrnt-LC047793 Bovine astrovirus genomic RNA, nearly complete genome, strain: BoAstV/JPN/Hokkaido12-25/2009.-table6-Astroviridae-HMM66-516_83.0-ORF35
seq181	>nrnt-LC047792 Bovine astrovirus genomic RNA, nearly complete genome, strain: BoAstV/JPN/Hokkaido12-18/2009.-table6-Astroviridae-HMM96-548_70.0-ORF31
seq182	>nrnt-LC047790 Bovine astrovirus genomic RNA, nearly complete genome, strain: BoAstV/JPN/Hokkaido11-55/2009.-table6-Astroviridae-HMM58-509_76.0-ORF38
seq183	>nrnt-KM254166 Astrovirus HK-2014 isolate AstroQ45/2013 non-structural polyprotein and structural polyprotein genes, partial cds.-table4-Astroviridae-HMM53-511_84.0-ORF44
seq184	>nrnt-KR868722 Dromedary astrovirus isolate DcAstV-64, complete genome.-table6-Astroviridae-HMM70-522_73.0-ORF37
seq185	>nrnt-JX624774 Duck astrovirus strain YP2, complete genome.-table6-Astroviridae-HMM66-531_80.0-ORF56
seq186	>nrnt-KP264970 Bovine astrovirus isolate BSRI-1 ORF1ab (nsp1ab), nsp1a (nsp1ab), and capsid precursor, genes, complete cds.-table6-Astroviridae-HMM98-549_69.0-ORF33
seq187	>nrnt-KP404151 Canine astrovirus strain Huntingdon/2014/UK capsid precursor, gene, complete cds.-table6-Astroviridae-HMM1-57_80.0-ORF2
seq188	>nrnt-KM985702 Avian nephritis virus isolate VIC-6a non-structural polyprotein gene, partial cds; and capsid protein gene, complete cds.-table4-Astroviridae-HMM53-511_86.0-ORF38
seq189	>nrnt-KM985700 Avian nephritis virus isolate VIC-5b non-structural polyprotein gene, partial cds; and capsid protein gene, complete cds.-table4-Astroviridae-HMM1-285_91.0-ORF11
seq190	>nrnt-KM985695 Avian nephritis virus isolate NSW-4b non-structural polyprotein gene, partial cds; and capsid protein-like gene, complete sequence.-table4-Astroviridae-HMM1-285_86.0-ORF11
seq191	>nrnt-KM985691 Avian nephritis virus isolate NSW-1b non-structural polyprotein gene, partial cds; and capsid protein gene, complete cds.-table4-Astroviridae-HMM1-285_90.0-ORF10
seq192	>nrnt-KM822593 Yak astrovirus isolate S8, complete genome.-table6-Astroviridae-HMM70-522_63.0-ORF42
seq193	>nrnt-KM587711 (REVERSE SENSE) Astrovirus Pygoscelis/DT/2012 RDRP gene, partial cds.-table1-Astroviridae-HMM60-358_81.0-ORF35
seq194	>nrnt-KJ571486 Porcupine astrovirus Hb/LP084/Guangxi ORF1ab and ORF1a genes, partial cds; and ORF2 gene, complete cds.-table4-Astroviridae-HMM214-666_67.0-ORF39
seq195	>nrnt-KJ020899 Duck astrovirus CPH, complete genome.-table6-Astroviridae-HMM63-529_85.0-ORF44
seq196	>nrnt-KC915035 Mamastrovirus 1 strain ITA/2003/PA73 RNA-dependent RNA polymerase (ORF1b) gene, partial cds; and capsid protein precursor (ORF2) gene, complete cds.-table6-Astroviridae-HMM1-248_96.0-ORF9
seq197	>nrnt-KF753807 Duck astrovirus strain SL5, complete genome.-table4-Astroviridae-HMM75-536_36.0-ORF75
seq198	>nrnt-KF157967 Human astrovirus 5 strain Hu/Budapest/HUN5186/2012/HUN nonstructural protein (ORF1a) and nonstructural protein (ORF1b) genes, partial cds; and capsid protein (ORF2) gene, complete cds.-table6-Astroviridae-HMM66-526_85.0-ORF34
seq199	>nrnt-KC692365 Fox astrovirus isolate fox 5 non-structural polyprotein gene, partial cds; and RNA-dependent RNA polymerase and capsid protein genes, complete cds.-table6-Astroviridae-HMM94-531_64.0-ORF36
seq200	>nrnt-AB037272 Mamastrovirus 3 gene for capsid protein precursor, complete cds.-table6-Astroviridae-HMM1-99_61.0-ORF3
seq201	>nrnt-JQ307838 Astrovirus CDB-2012 isolate 301-6 RNA polymerase (ORF1b) gene, partial cds; and capsid protein (ORF2) gene, complete cds.-table4-Astroviridae-HMM1-282_25.0-ORF35
seq202	>nrnt-JN582327 Chicken astrovirus isolate 11672 polymerase gene, partial cds; and capsid protein gene, complete cds.-table6-Astroviridae-HMM5-233_22.0-ORF26
seq203	>nrnt-GU562296 Porcine astrovirus PAstV-2/2007/HUN RNA-dependent RNA polymerase gene, partial cds; and capsid gene, complete cds.-table6-Astroviridae-HMM1-345_78.0-ORF14
seq204	>nrnt-HQ647383 Porcine astrovirus isolate JWH-1 RNA-dependent RNA polymerase-like gene, partial sequence; and capsid protein-like gene, complete sequence.-table6-Astroviridae-HMM95-372_59.0-ORF10
seq205	>nrnt-GU376736 Dog astrovirus isolate SH capsid protein gene, complete cds.-table6-Astroviridae-HMM2-143_68.0-ORF3
seq206	>nrnt-FR727149 Wood pigeon astrovirus partial RNA-dependent RNA polymerase and capsid protein precursor, strain 06/15660-1, genomic RNA.-table4-Astroviridae-HMM1-320_31.0-ORF35
seq207	>nrnt-FR727148 Feral pigeon astrovirus partial RNA-dependent RNA polymerase and capsid protein precursor, strain 03/603-5, genomic RNA.-table4-Astroviridae-HMM1-300_30.0-ORF31
seq208	>nrnt-FR727147 Feral pigeon astrovirus partial RNA-dependent RNA polymerase and capsid protein precursor, strain 03/594-9, genomic RNA.-table4-Astroviridae-HMM1-298_30.0-ORF22
seq209	>nrnt-FR727146 Feral pigeon astrovirus partial RNA-dependent RNA polymerase and capsid protein precursor, strain 03/594-6, genomic RNA.-table4-Astroviridae-HMM1-314_31.0-ORF30
seq210	>nrnt-HM029238 Avian nephritis virus 1 from China, complete genome.-table4-Astroviridae-HMM53-511_86.0-ORF59
seq211	>nrnt-GU985458 Mink astrovirus isolate SMS-AstV, complete genome.-table6-Astroviridae-HMM84-551_35.0-ORF66
seq212	>nrnt-FV536969 (REVERSE SENSE) Modified Microbial Nucleic Acid.-table6-Astroviridae-HMM995-1455_20.0-ORF97
seq213	>nrnt-FV536967 Modified Microbial Nucleic Acid.-table6-Astroviridae-HMM19-291_93.0-ORF46
seq214	>nrnt-HUANSSPS Human astrovirus serotype 2, complete sequence of genomic RNA.-table6-Astroviridae-HMM66-526_86.0-ORF49
seq215	>tsa-GAZS01044204.1 TSA: Acanthoscurria geniculata L12220_T1/1_Turantula_WB transcribed RNA sequence-table6-Astroviridae-HMM78-532_74.0-ORF43
seq216	>tsa-GAZS01057829.1 TSA: Acanthoscurria geniculata L25845_T1/1_Turantula_WB transcribed RNA sequence-table4-Astroviridae-HMM157-620_73.0-ORF25
seq217	>tsa-GFNJ01000497.1 TSA: Oreobates cruralis Unigene141520_c1_g2_i1_Oreobates_cruralis transcribed RNA sequence-table4-Astroviridae-HMM61-522_47.0-ORF71
seq218	>tsa-GFNJ01010816.1 TSA: Oreobates cruralis Unigene141520_c1_g9_i1_Oreobates_cruralis transcribed RNA sequence-table4-Astroviridae-HMM8-149_23.0-ORF22
